name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
Kepler-864 b,5131,6.35 Earths,15.782,2016
Kepler-865 b,2166,6.76 Earths,14.504,2016
Kepler-866 b,2251,3.29 Earths,15.797,2016
Kepler-867 b,2688,19.4 Earths,14.885,2016
Kepler-868 b,4139,4.86 Earths,15.618,2016
Kepler-869 b,3122,12.7 Earths,14.969,2016
Kepler-870 b,4016,8.15 Earths,15.222,2016
Kepler-871 b,5529,13.5 Earths,15.642,2016
Kepler-872 b,3634,4.62 Earths,15.071,2016
Kepler-873 b,4557,13.5 Earths,14.795,2016
Kepler-874 b,3497,14.7 Earths,14.694,2016
Kepler-875 b,4058,8.75 Earths,15.21,2016
Kepler-876 b,2398,2.63 Earths,15.33,2016
Kepler-877 b,1866,5.14 Earths,14.523,2016
Kepler-878 b,1850,4.38 Earths,14.79,2016
Kepler-879 b,2518,7.13 Earths,14.238,2016
Kepler-87 b,4168,1.02 Jupiters,14.587,2013
Kepler-87 c,4168,6.4 Earths,14.587,2013
Kepler-880 b,2195,7.56 Earths,11.964,2016
Kepler-881 b,4449,3.82 Earths,15.177,2016
Kepler-882 b,1713,2.04 Earths,14.077,2016
Kepler-883 b,1791,3.82 Earths,13.007,2016
Kepler-884 b,1370,2.04 Earths,13.047,2016
Kepler-885 b,2062,6.8 Earths,12.788,2016
Kepler-886 b,2796,2.92 Earths,13.894,2016
Kepler-887 b,2711,4.04 Earths,13.45,2016
Kepler-887 c,2711,1.51 Earths,13.45,2016
Kepler-888 b,1347,3.75 Earths,12.981,2016
Kepler-889 b,1673,1.32 Earths,12.68,2016
Kepler-88 d,1106,3.05046 Jupiters,13.11,2020
Kepler-890 b,4524,0.184 Jupiters,15.136,2016
Kepler-891 b,4475,33.6 Earths,15.273,2016
Kepler-892 b,2088,8.3 Earths,15.59,2016
Kepler-893 b,3967,9.43 Earths,15.174,2016
Kepler-894 b,3556,8.15 Earths,15.406,2016
Kepler-895 b,1683,2.99 Earths,15.98,2016
Kepler-896 b,2923,6.94 Earths,15.431,2016
Kepler-897 b,3742,6.3 Earths,15.079,2016
Kepler-898 b,1562,2.83 Earths,15.939,2016
Kepler-899 b,3386,7.65 Earths,15.382,2016
Kepler-8 b,3435,0.59 Jupiters,13.9,2010
Kepler-900 b,1647,4.98 Earths,14.945,2016
Kepler-901 b,786,2.45 Earths,14.68,2016
Kepler-902 b,2949,6.99 Earths,14.858,2016
Kepler-903 b,2704,4.7 Earths,14.615,2016
Kepler-903 c,2704,6.94 Earths,14.615,2016
Kepler-904 b,3755,3.78 Earths,14.392,2016
Kepler-905 b,1700,2.57 Earths,13.95,2016
Kepler-906 b,2473,5.1 Earths,13.918,2016
Kepler-907 b,1148,1.87 Earths,11.462,2016
Kepler-908 b,816,1.98 Earths,11.465,2016
Kepler-909 b,1037,2.76 Earths,11.51,2016
Kepler-90b,2544,2.27 Earths,13.74,2013
Kepler-90c,2544,1.81 Earths,13.74,2013
Kepler-90d,2544,8.6 Earths,13.74,2013
Kepler-90e,2544,7.56 Earths,13.74,2013
Kepler-90f,2544,8.65 Earths,13.74,2013
Kepler-90g,2544,0.8 Jupiters,13.74,2013
Kepler-90h,2544,1.2 Jupiters,13.74,2013
Kepler-90 i,2544,2.3 Earths,13.74,2017
Kepler-910 b,1311,0.477 Earths,11.529,2016
Kepler-911 b,1850,7.27 Earths,11.829,2016
Kepler-912 b,4126,8.25 Earths,15.326,2016
Kepler-913 b,1947,4.9 Earths,15.739,2016
Kepler-914 b,2212,2.48 Earths,13.548,2016
Kepler-915 b,2629,2.86 Earths,13.241,2016
Kepler-916 b,2508,3.75 Earths,15.175,2016
Kepler-917 b,3350,4.31 Earths,15.853,2016
Kepler-918 b,4061,3.68 Earths,14.955,2016
Kepler-90 i,2544,2.3 Earths,13.74,2017
Kepler-910 b,1311,0.477 Earths,11.529,2016
Kepler-911 b,1850,7.27 Earths,11.829,2016
Kepler-912 b,4126,8.25 Earths,15.326,2016
Kepler-913 b,1947,4.9 Earths,15.739,2016
Kepler-914 b,2212,2.48 Earths,13.548,2016
Kepler-915 b,2629,2.86 Earths,13.241,2016
Kepler-916 b,2508,3.75 Earths,15.175,2016
Kepler-917 b,3350,4.31 Earths,15.853,2016
Kepler-918 b,4061,3.68 Earths,14.955,2016
Kepler-927 b,2867,3.61 Earths,14.601,2016
Kepler-928 b,1735,3.15 Earths,15.323,2016
Kepler-929 b,2675,1.41 Earths,14.504,2016
Kepler-92 b,1581,0.202 Jupiters,11.745,2013
Kepler-92 c,1581,6.1 Earths,11.745,2013
Kepler-92 d,1581,4.93 Earths,11.745,2015
Kepler-930 b,2952,5.18 Earths,13.763,2016
Kepler-931 b,1598,2.33 Earths,14.488,2016
Kepler-932 b,1559,2.45 Earths,14.136,2016
Kepler-933 b,3008,6.62 Earths,15.438,2016
Kepler-934 b,1967,5.02 Earths,15.034,2016
Kepler-935 b,1572,2.39 Earths,14.9,2016
Kepler-936 b,2241,2.7 Earths,14.789,2016
Kepler-937 b,4834,13.4 Earths,15.194,2016
Kepler-937 c,4834,7.61 Earths,15.194,2016
Kepler-938 b,2809,5.56 Earths,15.004,2016
Kepler-939 b,3357,3.71 Earths,15.52,2016
Kepler-93 b,314,3.1783 Earths,9.862,2014
Kepler-93 c,314,3 Jupiters,9.862,2014
Kepler-940 b,4296,11.1 Earths,15.497,2016
Kepler-941 b,3605,9.69 Earths,15.572,2016
Kepler-942 b,711,5.18 Earths,13.066,2016
Kepler-943 b,4042,29.5 Earths,15.639,2016
Kepler-944 b,3376,7.41 Earths,15.711,2016
Kepler-945 b,5033,7.41 Earths,15.86,2016
Kepler-946 b,2995,4.38 Earths,14.923,2016
Kepler-947 b,3875,5.82 Earths,15.752,2016
Kepler-948 b,2884,4.08 Earths,14.786,2016
Kepler-949 b,1866,8.8 Earths,14.508,2016
Kepler-94 b,629,10.84 Earths,12.857,2014
Kepler-94 c,629,9.836 Jupiters,12.857,2014
Kepler-950 b,4857,0.188 Jupiters,15.681,2016
Kepler-951 b,1331,26.7 Earths,14.491,2016
Kepler-952 b,3807,0.143 Jupiters,15.188,2016
Kepler-953 b,783,16.5 Earths,12.143,2016
Kepler-953 c,783,1.81 Earths,12.143,2016
Kepler-954 b,731,5.99 Earths,12.943,2016
Kepler-955 b,2078,9.96 Earths,14.627,2016
Kepler-956 b,2058,9.27 Earths,13.289,2016
Kepler-957 b,2443,25.9 Earths,15.691,2016
Kepler-958 b,1523,4.9 Earths,13.73,2016
Kepler-959 b,3272,17.6 Earths,12.466,2016
Kepler-95 b,1472,13 Earths,12.304,2014
Kepler-960 b,972,5.86 Earths,13.841,2016
Kepler-961 b,1980,7.04 Earths,14.043,2016
Kepler-962 b,1432,4.54 Earths,13.558,2016
Kepler-963 b,2564,7.56 Earths,14.912,2016
Kepler-964 b,1559,5.14 Earths,13.903,2016
Kepler-965 b,2016,11.4 Earths,13.333,2016
Kepler-966 b,2522,16 Earths,14.444,2016
Kepler-967 b,1628,6.12 Earths,14.451,2016
Kepler-967 c,1628,12.9 Earths,14.451,2016
Kepler-968 b,1018,4.66 Earths,14.25,2016
Kepler-968 c,1018,3.5 Earths,14.25,2016
Kepler-969 b,1341,4.94 Earths,13.722,2016
Kepler-969 c,1341,0.937 Earths,13.722,2016
Kepler-96 b,402,8.46 Earths,10.297,2014
Kepler-970 b,1142,8.1 Earths,14.806,2016
Kepler-971 b,1125,5.18 Earths,13.218,2016
Kepler-972 b,4254,19.5 Earths,14.892,2016
Kepler-973 b,969,4.5 Earths,13.234,2016
Kepler-974 b,395,3.09 Earths,14.413,2016
Kepler-975 b,1318,2.79 Earths,14.452,2016
Kepler-976 b,3327,14.9 Earths,15.803,2016
Kepler-977 b,2166,7.37 Earths,14.823,2016
Kepler-978 b,2035,9.22 Earths,13.374,2016
Kepler-979 b,1977,7.85 Earths,14.625,2016
Kepler-97 b,1323,3.51 Earths,12.813,2014
Kepler-97 c,1323,1.08 Jupiters,12.813,2014
Kepler-980 b,2623,7.61 Earths,14.112,2016
Kepler-981 b,2978,5.95 Earths,14.704,2016
Kepler-982 b,2290,5.69 Earths,12.987,2016
Kepler-983 b,2137,6.17 Earths,13.986,2016
Kepler-984 b,1504,5.14 Earths,13.468,2016
Kepler-985 b,2417,9.17 Earths,14.717,2016
Kepler-986 b,1837,6.17 Earths,13.642,2016
Kepler-987 b,3053,10.7 Earths,14.979,2016
Kepler-988 b,809,4.94 Earths,15.213,2016
Kepler-989 b,1579,5.52 Earths,14.408,2016
Kepler-98 b,1154,3.55 Earths,12.869,2014
Kepler-981 b,2978,5.95 Earths,14.704,2016
Kepler-982 b,2290,5.69 Earths,12.987,2016
Kepler-983 b,2137,6.17 Earths,13.986,2016
Kepler-984 b,1504,5.14 Earths,13.468,2016
Kepler-985 b,2417,9.17 Earths,14.717,2016
Kepler-986 b,1837,6.17 Earths,13.642,2016
Kepler-987 b,3053,10.7 Earths,14.979,2016
Kepler-988 b,809,4.94 Earths,15.213,2016
Kepler-989 b,1579,5.52 Earths,14.408,2016
Kepler-98 b,1154,3.55 Earths,12.869,2014
Kepler-981 b,2978,5.95 Earths,14.704,2016
Kepler-982 b,2290,5.69 Earths,12.987,2016
Kepler-983 b,2137,6.17 Earths,13.986,2016
Kepler-984 b,1504,5.14 Earths,13.468,2016
Kepler-985 b,2417,9.17 Earths,14.717,2016
Kepler-986 b,1837,6.17 Earths,13.642,2016
Kepler-987 b,3053,10.7 Earths,14.979,2016
Kepler-988 b,809,4.94 Earths,15.213,2016
Kepler-989 b,1579,5.52 Earths,14.408,2016
Kepler-98 b,1154,3.55 Earths,12.869,2014
KIC 5095269 b,4014,7.693 Jupiters,13.439,2017
KIC 5437945 b,4314,33.6 Earths,13.751,2015
KIC 5951458 b,2475,35.4 Earths,12.688,2015
KIC 7917485 b,4695,11.8 Jupiters,13.2,2016
KIC 8540376 b,3609,15.8 Earths,14.217,2015
KIC 8540376 c,3609,6.35 Earths,14.217,2015
KIC 9663113 b,5450,19.2 Earths,13.907,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2017-BLG-0165L b,14777,34 Earths,,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2018-BLG-0029L b,11026,7.59 Earths,,2020
KMT-2018-BLG-1292L b,11287,4.42 Jupiters,,2020
KMT-2018-BLG-1990L b,3154,0.348 Jupiters,,2019
KMT-2019-BLG-1339L b,19963,1.25 Jupiters,,2020
KMT-2019-BLG-1953L b,22964,0.64 Jupiters,,2020
KOI-1257 b,2936,1.45 Jupiters,14.867,2014
KOI-12 b,1318,1.1 Jupiters,11.253,2015
KOI-13 b,1354,9.28 Jupiters,9.958,2011
KOI-142 b,1106,9.5 Earths,13.11,2013
KOI-142 c,1106,0.674 Jupiters,13.11,2013
KOI-1599.01,3813,4.6 Earths,14.854,2019
KOI-1599.02,3813,9 Earths,14.854,2019
KOI-1783.01,2896,0.22339 Jupiters,13.906,2020
KOI-1783.02,2896,15 Earths,13.906,2020
KOI-217 b,2610,Unknown,15.101,2010
KOI-3680 b,3088,1.93 Jupiters,14.77,2018
KOI-55 b,3849,0.44 Earths,14.87,2011
KOI-55 c,3849,0.655 Earths,14.87,2011
KOI-94 b,1578,10.5 Earths,12.188,2013
KOI-94 c,1578,15.6 Earths,12.188,2013
KOI-94 d,1578,0.334 Jupiters,12.188,2013
KOI-94 e,1578,35 Earths,12.188,2013
KPS-1 b,863,1.09 Jupiters,13.033,2018
L 168-9 b,82,4.6 Earths,11.014,2020
L 98-59 b,35,1.01 Earths,11.685,2019
L 98-59 c,35,2.42 Earths,11.685,2019
L 98-59 d,35,2.31 Earths,11.685,2019
LHS 1140 b,49,6.98 Earths,14.18,2017
LHS 1140 c,49,1.81 Earths,14.18,2018
LHS 1815 b,97,8.7 Earths,12.15,2020
LHS 3844 b,49,2.25 Earths,15.26,2019
LkCa 15 b,518,Unknown,12.025,2015
LkCa 15 c,518,Unknown,12.025,2015
LP 791-18 b,86,1.46 Earths,16.9,2019
LP 791-18 c,86,5.95 Earths,16.9,2019
LSPM J2116+0234 b,58,13.3 Earths,10.86,2019
LTT 1445 A b,22,2.2 Earths,11.22,2019
LTT 3780 b,72,2.62 Earths,13.07,2020
LTT 3780 c,72,8.6 Earths,13.07,2020
LTT 9779 b,263,29.32 Earths,9.758,2020
Lupus-TR-3 b,6524,0.81 Jupiters,18.765,2007
MASCARA-1 b,616,3.7 Jupiters,8.273,2017
MASCARA-4 b,560,3.1 Jupiters,8.19,2020
MOA-2007-BLG-192L b,3262,3.3 Earths,,2008
MOA-2007-BLG-400L b,18920,0.83 Jupiters,,2008
MOA-2008-BLG-310L b,25117,23.4 Earths,,2009
MOA-2008-BLG-379L b,10765,4.1 Jupiters,,2013
MOA-2009-BLG-266L b,9916,10.4 Earths,,2011
MOA-2009-BLG-319L b,19898,0.16 Jupiters,,2010
MOA-2009-BLG-387L b,18561,2.6 Jupiters,,2010
MOA-2010-BLG-073L b,9134,11 Jupiters,,2012
MOA-2010-BLG-117L b,11417,0.54 Jupiters,,2018
MOA-2010-BLG-328L b,2642,9.2 Earths,,2013
MOA-2010-BLG-353L b,20975,0.27 Jupiters,,2015
MOA-2010-BLG-477L b,7503,1.5 Jupiters,,2012
MOA-2011-BLG-028L b,24074,30 Earths,,2016
MOA-2011-BLG-262L b,22834,17 Earths,,2014
MOA-2011-BLG-291L b,14353,18 Earths,,2018
MOA-2011-BLG-293L b,25183,4.8 Jupiters,,2012
MOA-2011-BLG-322L b,24661,11.6 Jupiters,,2013
MOA-2012-BLG-006L b,17289,8.4 Jupiters,,2017
MOA-2012-BLG-505L b,23519,6.7 Earths,,2017
MOA-2013-BLG-605L b,,3.2 Earths,,2016
MOA-2015-BLG-337L b,23160,33.7 Earths,,2018
MOA-2016-BLG-227L b,21203,2.8 Jupiters,,2017
MOA-2016-BLG-319L b,22182,0.62 Jupiters,,2018
MOA-bin-1L b,16636,3.7 Jupiters,,2012
MOA-bin-29 b,23225,0.6 Jupiters,,2019
Mu Leonis b,106,2.4 Jupiters,3.88,2014
MXB 1658-298 b,,23.7 Jupiters,,2017
NGC 2682 Sand 364 b,2730,6.69 Jupiters,9.8,2014
NGC 2682 Sand 978 b,2747,2.18 Jupiters,9.71,2017
NGC 2682 YBP 1194 b,2922,0.32 Jupiters,14.6,2014
NGC 2682 YBP 1514 b,3064,0.4 Jupiters,14.77,2014
NGC 2682 YBP 401 b,2777,0.46 Jupiters,13.7,2016
NGTS-10 b,1059,2.162 Jupiters,14.34,2020
NGTS-11 b,625,0.344 Jupiters,12.456,2020
NGTS-1 b,731,0.812 Jupiters,15.524,2017
NGTS-2 b,1175,0.74 Jupiters,10.961,2018
NGTS-3 A b,3295,2.38 Jupiters,14.642,2018
NGTS-4 b,922,20.6 Earths,12.909,2019
NGTS-5 b,1010,0.229 Jupiters,13.526,2019
NGTS-6 b,1015,1.339 Jupiters,14.087,2019
NGTS-8 b,1417,0.93 Jupiters,13.68,2019
NGTS-9 b,2022,2.9 Jupiters,12.8,2019
NN Serpentis c,1631,7.33 Jupiters,16.59,2010
NN Serpentis d,1631,2.3 Jupiters,16.59,2010
NSVS 14256825 b,2735,14.15 Jupiters,13.245,2019
Nu Ophiuchi b,151,22.206 Jupiters,3.34,2012
Nu Ophiuchi c,151,24.662 Jupiters,3.34,2012
NY Virginis b,1801,2.3 Jupiters,13.394,2011
NY Virginis c,1801,5.54 Jupiters,13.394,2019
OGLE-2003-BLG-235L b,18920,2.6 Jupiters,,2004
OGLE-2005-BLG-071L b,10438,3.8 Jupiters,,2005
OGLE-2005-BLG-169L b,13374,14.1 Earths,,2006
OGLE-2005-BLG-390L b,21529,5.5 Earths,,2005
OGLE-2006-BLG-109L b,4926,0.73 Jupiters,,2008
OGLE-2006-BLG-109L c,4926,0.27 Jupiters,,2008
OGLE-2007-BLG-349L AB c,9003,0.25171 Jupiters,,2016
OGLE-2007-BLG-368L b,19246,20 Earths,17.71,2009
OGLE-2008-BLG-092L b,26422,0.18 Jupiters,,2014
OGLE-2008-BLG-355L b,22182,4.6 Jupiters,,2014
OGLE-2011-BLG-0173L b,19898,0.19 Jupiters,,2018
OGLE-2011-BLG-0251L b,8383,0.53 Jupiters,,2012
OGLE-2011-BLG-0265L b,14288,0.88 Jupiters,,2015
OGLE-2012-BLG-0026L b,13110,0.145 Jupiters,,2012
OGLE-2012-BLG-0026L c,13110,0.86 Jupiters,,2012
OGLE-2012-BLG-0358L b,5741,1.85 Jupiters,,2013
OGLE-2012-BLG-0406L b,16212,2.73 Jupiters,,2013
OGLE-2012-BLG-0563L b,4241,0.39 Jupiters,,2015
OGLE-2012-BLG-0724L b,21855,0.47 Jupiters,,2016
OGLE-2012-BLG-0838L b,20616,0.167 Jupiters,,2020
OGLE-2012-BLG-0950L b,9786,35 Earths,,2016
OGLE-2013-BLG-0102L b,9916,12.569 Jupiters,,2014
OGLE-2013-BLG-0132L b,12722,0.29 Jupiters,,2017
OGLE-2013-BLG-0341L B b,3787,1.66 Earths,,2014
OGLE-2013-BLG-0911L b,10504,9.51 Jupiters,,2019
OGLE-2013-BLG-1721L b,20551,0.64 Jupiters,,2017
OGLE-2013-BLG-1761L b,22508,2.7 Jupiters,,2018
OGLE-2014-BLG-0124L b,13374,0.51 Jupiters,,2015
OGLE-2014-BLG-0676L b,7242,3.09 Jupiters,,2016
OGLE-2014-BLG-1722L b,20877,0.17399 Jupiters,,2018
OGLE-2014-BLG-1722L c,20877,0.26335 Jupiters,,2018
OGLE-2014-BLG-1760L b,22377,0.56 Jupiters,,2016
OGLE-2015-BLG-0051L b,26748,0.72 Jupiters,,2016
OGLE-2015-BLG-0954L b,1957,3.4 Jupiters,,2016
OGLE-2015-BLG-0966L b,8155,21 Earths,,2016
OGLE-2015-BLG-1649L b,13798,2.54 Jupiters,,2019
OGLE-2015-BLG-1670L b,21855,17.9 Earths,,2019
OGLE-2015-BLG-1771L b,23062,0.433 Jupiters,,2020
OGLE-2016-BLG-0263L b,21203,4.1 Jupiters,,2017
OGLE-2016-BLG-0613L AB b,11123,4.18 Jupiters,,2017
OGLE-2016-BLG-1067L b,12167,0.43 Jupiters,,2019
OGLE-2016-BLG-1190L b,22084,13.38 Jupiters,,2017
OGLE-2016-BLG-1195L b,12754,1.43 Earths,,2017
OGLE-2016-BLG-1227L b,,0.79 Jupiters,,2020
OGLE-2017-BLG-0173L b,15348,3.269 Earths,,2018
OGLE-2017-BLG-0373L b,19295,0.401 Jupiters,,2018
OGLE-2017-BLG-0406L b,16962,0.41 Jupiters,,2020
OGLE-2017-BLG-0482L b,18920,9 Earths,,2018
OGLE-2017-BLG-1140L b,,1.59 Jupiters,,2018
OGLE-2017-BLG-1434L b,2805,4.44962 Earths,,2018
OGLE-2017-BLG-1522L b,,0.75 Jupiters,,2018
OGLE-2018-BLG-0596L b,18430,13.93 Earths,,2019
OGLE-2018-BLG-0677L b,24726,3.96 Earths,,2020
OGLE-2018-BLG-0740L b,10438,4.8 Jupiters,,2019
OGLE-2018-BLG-1011L b,23160,1.8 Jupiters,,2019
OGLE-2018-BLG-1011L c,23160,2.8 Jupiters,,2019
OGLE-2018-BLG-1700L b,24791,4.4 Jupiters,,2020
OGLE2-TR-L9 b,5560,4.5 Jupiters,14.564,2008
OGLE-TR-10 b,4522,0.62 Jupiters,14.93,2004
OGLE-TR-111 b,3578,0.55 Jupiters,15.55,2004
OGLE-TR-113 b,1957,1.26 Jupiters,14.42,2004
OGLE-TR-132 b,8155,1.18 Jupiters,15.72,2004
OGLE-TR-182 b,8708,1.01 Jupiters,16.678,2007
OGLE-TR-211 b,5136,1.03 Jupiters,15.07,2007
OGLE-TR-56 b,923,1.39 Jupiters,15.3,2002
Omega Serpentis b,251,1.7 Jupiters,5.23,2013
Omicron Coronae Borealis b,277,1.5 Jupiters,5.51,2012
Omicron Ursae Majoris b,197,4.1 Jupiters,3.36,2012
Ophiuchi 11 b,408,14 Jupiters,18.912,2006
PDS 70 b,370,3 Jupiters,12.233,2018
PDS 70 c,370,2 Jupiters,12.233,2019
PH1 b,3262,0.531 Jupiters,13.699,2012
PH2 b,1133,80 Jupiters,12.581,2013
Pi Mensae c,60,4.82 Earths,5.67,2018
POTS-1 b,3914,2.31 Jupiters,17.94,2013
Pr0201 b,592,0.54 Jupiters,10.52,2012
Pr0211 b,599,1.88 Jupiters,12.06,2012
Pr0211 c,599,7.79 Jupiters,12.06,2016
Proxima Centauri b,4,1.27 Earths,11.11,2016
Psi 1 Draconis B b,72,1.53 Jupiters,5.699,2015
PSR B0329+54 b,1647,1.97 Earths,20.186,2017
PSR B1257+12 b,1957,0.02 Earths,,1994
PSR B1257+12 c,1957,4.3 Earths,,1992
PSR B1257+12 d,1957,3.9 Earths,,1992
PSR B1620-26 b,,2.5 Jupiters,,2003
PSR J1719-1438 b,3914,1.2 Jupiters,,2011
PSR J2322-2650 b,750,0.7949 Jupiters,,2017
Qatar-10 b,1758,0.736 Jupiters,12.879,2019
Qatar-1 b,609,1.294 Jupiters,12.843,2010
Qatar-2 b,595,2.494 Jupiters,13.3,2011
Qatar-3 b,2450,4.31 Jupiters,12.88,2017
Qatar-4 b,1084,6.1 Jupiters,13.6,2017
Qatar-5 b,1211,4.32 Jupiters,12.82,2017
Qatar-6 b,330,0.668 Jupiters,11.438,2017
Qatar-7 b,2365,1.88 Jupiters,13.03,2019
Qatar-8 b,903,0.371 Jupiters,11.526,2019
Qatar-9 b,690,1.19 Jupiters,14.133,2019
Rho Coronae Borealis b,57,1.0449 Jupiters,5.41,1997
Rho Coronae Borealis c,57,25 Earths,5.41,2016
Ross 128 b,11,1.4 Earths,11.15,2017
Ross 458 c,38,6 Jupiters,9.72,2010
ROXs 12 b,448,16 Jupiters,14.294,2013
ROXs 42 B b,440,9 Jupiters,13.116,2013
RR Caeli b,69,4.2 Jupiters,13.658,2012
SR 12 AB c,366,13 Jupiters,13.265,2010
SWEEPS-11 b,27727,9.7 Jupiters,19.83,2006
SWEEPS-4 b,27727,3.8 Jupiters,18.8,2006
TAP 26 b,480,1.66 Jupiters,11.81,2017
Tau Bootis b,51,5.95 Jupiters,4.5,1996
Tau Ceti e,12,3.93 Earths,3.5,2017
Tau Ceti f,12,3.93 Earths,3.5,2017
Tau Ceti g,12,1.75 Earths,3.5,2017
Tau Ceti h,12,1.83 Earths,3.5,2017
Tau Geminorum b,367,20.6 Jupiters,4.42,2013
TCP J05074264+2447555 b,1240,9.2 Earths,,2018
Teegarden's Star b,12,1.05 Earths,15.08,2019
Teegarden's Star c,12,1.11 Earths,15.08,2019
TOI-1130 b,190,12.9 Earths,11.368,2020
TOI-1130 c,190,0.974 Jupiters,11.368,2020
TOI-1235 b,129,6.91 Earths,11.495,2020
TOI-125 b,363,9.5 Earths,10.892,2019
TOI-125 c,363,6.63 Earths,10.892,2019
TOI-125 d,363,13.6 Earths,10.892,2020
TOI-132 b,537,22.4 Earths,11.321,2020
TOI-1338 b,1317,33 Earths,11.72,2020
TOI-150.01,1096,2.51 Jupiters,11.341,2019
TOI-157 b,1181,1.18 Jupiters,12.73,2020
TOI-163 b,1359,1.22 Jupiters,11.219,2019
TOI-169 b,1346,0.791 Jupiters,12.36,2020
TOI-1728 b,198,26.78 Earths,12.4,2020
TOI-172 b,1098,5.42 Jupiters,11.193,2019
TOI-1899 b,419,0.66 Jupiters,13.555,2020
TOI-216.01,583,0.62927 Jupiters,12.324,2019
TOI-216.02,583,30 Earths,12.324,2019
TOI-270 b,73,2.09 Earths,12.62,2019
TOI-270 c,73,6.44 Earths,12.62,2019
TOI-270 d,73,5.18 Earths,12.62,2019
TOI-677 b,464,1.236 Jupiters,9.8,2020
TOI-700 b,101,1.11 Earths,13.072,2020
TOI-700 c,101,7.51 Earths,13.072,2020
TOI-700 d,101,1.57 Earths,13.072,2020
TOI-763 b,311,9.79 Earths,10.156,2020
TOI-763 c,311,9.32 Earths,10.156,2020
TOI-813 b,865,36.4 Earths,10.322,2020
TOI-824 b,208,18.467 Earths,11.153,2020
TOI-849 b,734,39.09 Earths,11.98,2020
TRAPPIST-1 b,41,0.85 Earths,18.8,2016
TRAPPIST-1 c,41,1.38 Earths,18.8,2016
TRAPPIST-1 d,41,0.41 Earths,18.8,2016
TRAPPIST-1 e,41,0.62 Earths,18.8,2017
TRAPPIST-1 f,41,0.68 Earths,18.8,2017
TRAPPIST-1 g,41,1.34 Earths,18.8,2017
TRAPPIST-1 h,41,0.331 Earths,18.8,2017
TrES-1 b,523,0.84 Jupiters,11.76,2004
TrES-2 b,707,1.49 Jupiters,11.411,2006
TrES-3 b,744,1.91 Jupiters,12.402,2007
TrES-4 b,1708,0.78 Jupiters,11.592,2007
TrES-5 b,1188,1.79 Jupiters,13.718,2011
TYC 1422-614-1 b,2476,2.5 Jupiters,10.21,2014
TYC 1422-614-1 c,2476,10 Jupiters,10.21,2014
TYC 3318-01333-1 b,1623,3.42 Jupiters,9.463,2018
TYC 3667-1280-1 b,1569,5.4 Jupiters,9.86,2016
TYC 4282-00605-1 b,2283,10.78 Jupiters,10.58,2017
TYC 8998-760-1 b,309,14 Jupiters,11.13,2020
TYC 8998-760-1 c,309,6 Jupiters,11.13,2020
UKIRT-2017-BLG-001L b,20551,1.28 Jupiters,,2018
Upsilon Andromedae b,44,0.6876 Jupiters,4.1,1996
Upsilon Andromedae c,44,1.981 Jupiters,4.1,1999
Upsilon Andromedae d,44,4.132 Jupiters,4.1,1999
USco1556 b,460,15 Jupiters,15.361,2019
USco1621 b,450,16 Jupiters,14.177,2019
USco CTIO 108 b,471,14 Jupiters,17.423,2008
UZ Fornacis b,782,6.3 Jupiters,16.694,2011
UZ Fornacis c,782,7.7 Jupiters,16.694,2011
V0391 Pegasi b,4567,3.2 Jupiters,14.57,2007
V1298 Tauri b,354,0.236 Jupiters,10.116,2019
V1298 Tauri c,354,26.7 Earths,10.116,2019
V1298 Tauri d,354,33.6 Earths,10.116,2019
V1298 Tauri e,354,0.179 Jupiters,10.116,2019
V830 Tauri b,489,0.7 Jupiters,12.377,2016
VHS J125601.92-125723.9 b,41,11.2 Jupiters,17.759,2015
WASP-100 b,1201,1.26 Jupiters,10.615,2014
WASP-101 b,660,0.51 Jupiters,10.138,2014
WASP-103 b,1533,1.49 Jupiters,12.1,2014
WASP-104 b,466,1.272 Jupiters,11.12,2014
WASP-105 b,824,1.8 Jupiters,12.1,2017
WASP-106 b,1160,1.62 Jupiters,11.21,2014
WASP-107 b,212,38.1396 Earths,11.471,2017
WASP-10 b,462,3.15 Jupiters,12.7,2008
WASP-113 b,1174,0.475 Jupiters,11.771,2016
WASP-114 b,1501,1.769 Jupiters,12.743,2016
WASP-117 b,518,0.3 Jupiters,10.15,2014
WASP-118 b,1241,0.514 Jupiters,11.02,2016
WASP-119 b,1086,1.23 Jupiters,12.2,2016
WASP-11 b,408,0.79 Jupiters,11.6,2008
WASP-120 b,1425,4.85 Jupiters,11,2016
WASP-121 b,881,1.183 Jupiters,10.44,2016
WASP-123 b,698,0.899 Jupiters,11.1,2016
WASP-124 b,1412,0.6 Jupiters,12.7,2016
WASP-126 b,763,0.28411 Jupiters,10.8,2016
WASP-126 c,763,0.20199 Jupiters,10.8,2019
WASP-127 b,333,0.18 Jupiters,10.15,2016
WASP-129 b,802,1 Jupiter,12.3,2016
